School Code,School Code Adjusted,School Name,JCPS School Code,School Name Alternate,Display Name,School Zone,Feeder to High School,Network,Great Schools Rating,Great Schools URL,Enrollment,All Grades Enrollment,All Grades Except Preschool Enrollment,Student Teacher Ratio,Grade,Mathematics - All Students Proficient or Distinguished,Mathematics - Economically Disadvantaged Proficient or Distinguished,Mathematics - Non Economically Disadvantaged Proficient or Distinguished,Reading - All Students Proficient or Distinguished,Reading - Economically Disadvantaged Proficient or Distinguished,Reading - Non Economically Disadvantaged Proficient or Distinguished,Total Ready,Teacher Average Years of Experience,Percent of Teachers With 1-3 Years Experience,Percent of Teachers With Less Than 1 Year Experience,Percent of Teachers with 3 Years or Less of Experience,Total Behavior Events,Alcohol,"Assault, 1st Degree",Drugs,Harassment (Includes Bullying),Other Assault or Violence,Other Events Resulting in State Resolutions,Tobacco,Weapons,Percent_Drugs,Percent_Assault,Percent_Total_Behavior,Total Assault Or Weapons,Attendance Rate,Dropout Rate,Students Whose Parents Attended Teacher Conferences,Parents Voted in SBDM Elections,Parents Who Served on SBDM or Committees,Volunteer Hours Contributed by Parents,School Website Link,School Type,Low Grade,High Grade,Title I Status,Contact Name,Address,Address2,PO Box,City,State,Zipcode,Phone,Fax,Latitude,Longitude,KYReportCard URL,Reside,Choice Zone,Universal Magnet Traditional School,Universal Magnet Traditional Program,Geographical Magnet Traditional,Magnet Programs,The Academies of Louisville,The Academies of Louisville Programs,Explore Pathways,Explore Pathways Programs,Specialized School Choices,Universal Academies or Other,Level,GIS Name,Gifted Talented,PTA Membership Percent,Percent Disciplinary Resolutions,Total Discipline Resolutions,Corporal Punishment (SSP5),Restraint (SSP7),Seclusion (SSP8),"Expelled, Not Receiving Services (SSP2)","Expelled, Receiving Services (SSP1)",In-School Removal (INSR) Or In-District Removal (INDR) >=.5,Out-Of-School Suspensions (SSP3),Removal By Hearing Officer (IAES2),Unilateral Removal By School Personnel (IAES1),Start Time,End Time,School Level,Membership,All Grades With Preschool Membership,All Grades Membership,Preschool Membership,Elementary School Membership,Middle School Membership,High School Membership,White %,African American %,Hispanic %,Asian %,Two or More Races %,Economically Disadvantaged %,Parent Satisfaction,Overall Indicator Rating,Overall Indicator Rating - Color
275191,2751911,W.E.B. DuBois Academy,191,"DuBois, W.E.B., Middle Academy",W.E.B. DuBois Academy,Magnet,Magnet,Magnet,3,https://www.greatschools.org/kentucky/louisville/5317-W.E.B.-DuBois-Academy/,332,517,517,12:01,Grade 8,12,9,16,38,32,48,,11.42,11.6,4.7,16.3,105,0,*,8,13,11,81,15,*,1.55,0,20.3,11,90.9,,280,NA,NA,573,https://sites.google.com/jefferson.kyschools.us/w-e-b-dubois-middle/home,A5,6th,11th,Title 1 Eligible - Schoolwide School,Monica Hunter,3307 East Indian Trail,,,Louisville,KY,40213,(502) 485-8253,,38.170892,-85.700419,https://reportcard.kyschools.us/kysrc?organization=20232024:275:275191,No,No,Yes,No,No,All Boys School Magnet,#N/A,,Yes,Business and Communication; Consumer Science; Engineering and Design,No,No,Middle School,W.E.B. DUBOIS ACADEMY,16.2,,19,98,0,*,0,0,0,9,93,0,0,7:30 a.m.,2:10 p.m.,Middle School,322,495,495,0,0,322,173,2.2,85.1,4.7,0.3,7.8,70.6,,,
275191,2751912,W.E.B. DuBois Academy,191,"DuBois, W.E.B., High Academy",W.E.B. DuBois Academy,Magnet,W.E.B. DuBois Academy,Magnet,3,https://www.greatschools.org/kentucky/louisville/5317-W.E.B.-DuBois-Academy/,185,517,517,12:01,Grade 10,19,23,*,34,39,21,,11.42,11.6,4.7,16.3,105,0,*,8,13,11,81,15,*,1.55,0,20.3,11,90.9,,280,NA,NA,573,https://sites.google.com/jefferson.kyschools.us/w-e-b-dubois-middle/home,A5,6th,11th,Title 1 Eligible - Schoolwide School,Monica Hunter,3307 East Indian Trail,,,Louisville,KY,40213,(502) 485-8253,,38.170892,-85.700419,https://reportcard.kyschools.us/kysrc?organization=20232024:275:275191,No,No,Yes,No,No,"Marketing and Hospitality, Travel Tourism, and Recreation",No,,#N/A,,No,No,High School,W.E.B. DUBOIS ACADEMY,16.2,,19,98,0,*,0,0,0,9,93,0,0,7:30 a.m.,2:10 p.m.,High School,173,495,495,0,0,322,173,3.5,87.3,3.5,0.6,5.2,70.6,,,
275051,275051,Waggener High,51,Waggener High,Waggener High,Waggener Zone,Waggener High,Network 3,1,https://www.greatschools.org/kentucky/saint-matthews/722-Waggener-High-School/,1054,1054,1054,15:01,Grade 10,14,12,22,28,25,38,,12.89,11.1,3.2,14.3,415,0,0,40,43,10,396,29,4,3.8,0.9,39.4,14,83.5,3.4,273,0,2,850,https://sites.google.com/jefferson.kyschools.us/waggenerhighschool/home,A1,9th,12th,Title 1 Eligible - Schoolwide School,Sarah Hitchings,330 S. Hubbards Lane,,,Louisville,KY,40207,(502) 485-8340,(502) 485-8140,38.244651,-85.636854,https://reportcard.kyschools.us/kysrc?organization=20232024:275:275051,Yes,No,No,No,No,,Yes,Freshman Academy; Health Science Academy; IT and Law Academy,#N/A,,No,No,High School,WAGGENER,6.4,0,24.2,255,0,30,0,0,0,174,171,0,0,8:40 a.m.,3:20 p.m.,High School,908,908,908,0,0,0,908,26.3,44.9,21.7,2.8,4,65.7,78.7,1,Red
275034,275034,Waller-Williams Environmental,34,Waller-Williams Environmental,Waller-Williams Environmental,,,,,,106,106,106,4:01,Grade 10,*,*,*,*,*,*,,9.56,12.5,12.5,25,87,*,*,11,28,36,81,9,10,10.38,0,82.1,46,74.4,,Non-A1 School,Non-A1 School,Non-A1 School,Non-A1 School,Non-A1 School,A3,K,12th,Title 1 Eligible - Schoolwide School,Jennifer Reker,2415 Rockford Lane,,,Louisville,KY,40216,(502) 485-8314,(502) 485-8560,38.177505,-85.843165,,No,No,No,No,No,,No,,No,,Yes,No,All,,,,77.4,82,0,42,6,0,0,4,80,0,*,8:40 a.m.,3:20 p.m.,All,75,75,75,0,12,32,31,20,69.3,2.7,0,8,80.2,,,
275034,2750342,Waller-Williams Environmental,34,Waller-Williams Environmental,Waller-Williams Environmental,,,,,,55,106,106,4:01,Grade 10,*,*,*,*,*,*,,9.56,12.5,12.5,25,87,*,*,11,28,36,81,9,10,10.38,0,82.1,46,74.4,,Non-A1 School,Non-A1 School,Non-A1 School,Non-A1 School,Non-A1 School,A3,K,12th,Title 1 Eligible - Schoolwide School,Jennifer Reker,2415 Rockford Lane,,,Louisville,KY,40216,(502) 485-8314,(502) 485-8560,38.177505,-85.843165,,No,No,No,No,No,,No,,#N/A,,Yes,No,High School,,,,77.4,82,0,42,6,0,0,4,80,0,*,8:40 a.m.,3:20 p.m.,High School,31,75,75,0,12,32,31,22.6,64.5,3.2,0,9.7,80.2,,,
275034,2750340,Waller-Williams Environmental,34,Waller-Williams Environmental,Waller-Williams Environmental,,,,,,15,106,106,4:01,Grade 5,*,*,*,*,*,*,,9.56,12.5,12.5,25,87,*,*,11,28,36,81,9,10,10.38,0,82.1,46,74.4,,Non-A1 School,Non-A1 School,Non-A1 School,Non-A1 School,Non-A1 School,A3,K,12th,Title 1 Eligible - Schoolwide School,Jennifer Reker,2415 Rockford Lane,,,Louisville,KY,40216,(502) 485-8314,(502) 485-8560,38.177505,-85.843165,,No,No,No,No,No,,#N/A,,#N/A,,Yes,No,Elementary School,,,,77.4,82,0,42,6,0,0,4,80,0,*,8:40 a.m.,3:20 p.m.,Elementary School,12,75,75,0,12,32,31,0,91.7,0,0,8.3,80.2,,,
275034,2750341,Waller-Williams Environmental,34,Waller-Williams Environmental,Waller-Williams Environmental,,,,,,36,106,106,4:01,Grade 8,*,*,*,*,*,*,,9.56,12.5,12.5,25,87,*,*,11,28,36,81,9,10,10.38,0,82.1,46,74.4,,Non-A1 School,Non-A1 School,Non-A1 School,Non-A1 School,Non-A1 School,A3,K,12th,Title 1 Eligible - Schoolwide School,Jennifer Reker,2415 Rockford Lane,,,Louisville,KY,40216,(502) 485-8314,(502) 485-8560,38.177505,-85.843165,,No,No,No,No,No,,#N/A,,No,,Yes,No,Middle School,,,,77.4,82,0,42,6,0,0,4,80,0,*,8:40 a.m.,3:20 p.m.,Middle School,32,75,75,0,12,32,31,25,65.6,3.1,0,6.3,80.2,,,
275072,275072,Watterson Elementary,72,Watterson Elementary,Watterson Elementary,Jeffersontown Zone,Jeffersontown High,Network 2,4,https://www.greatschools.org/kentucky/louisville/735-Watterson-Elementary-School/,569,569,569,13:01,Grade 5,15,12,*,14,12,21,28,11.48,15.2,6.1,21.3,36,0,0,0,10,*,30,0,*,0,0,6.3,0,91,,350,50,2,100,https://sites.google.com/jefferson.kyschools.us/watterson-elementary,A1,K,5th,Title 1 Eligible - Schoolwide School,Michael Hill,3900 Breckinridge Lane,,,Louisville,KY,40218,(502) 485-8342,(502) 485-8999,38.191282,-85.626941,https://reportcard.kyschools.us/kysrc?organization=20232024:275:275072,Yes,No,No,No,No,,#N/A,,#N/A,,No,No,Elementary School,,17.2,0,1.2,7,0,0,0,0,0,4,4,0,0,7:30 a.m.,2:10 p.m.,Elementary School,488,488,488,0,488,0,0,30.7,40.2,18.4,4.7,5.7,72.8,82.8,1,Red
275116,275116,Wellington Elementary,116,Wellington Elementary,Wellington Elementary,Pleasure Ridge Park Zone,Pleasure Ridge Park High,Network 1,1,https://www.greatschools.org/kentucky/louisville/766-Wellington-Elementary-School/,495,495,495,15:01,Grade 5,16,16,*,10,10,*,38,11.12,11.5,3.8,15.3,47,0,0,0,12,9,38,0,*,0,1.8,9.5,9,89.6,,230,0,1,24,https://sites.google.com/jefferson.kyschools.us/wellington-internal-portal/home,A1,K,5th,Title 1 Eligible - Schoolwide School,Ms. Brandi Carney,4800 Kaufman Lane,,,Louisville,KY,40216,(502) 485-8343,(502) 485-8525,38.18231,-85.86165,https://reportcard.kyschools.us/kysrc?organization=20232024:275:275116,Yes,No,No,No,No,,#N/A,,#N/A,,No,No,Elementary School,,2.1,0,6.9,34,0,4,0,0,0,25,14,0,0,9:40 a.m.,4:20 p.m.,Elementary School,430,430,430,0,430,0,0,19.3,54.9,19.1,0.7,6,82.8,88.5,1,Red
275084,275084,Western High,84,Western High,Western High,Magnet,Western High,Magnet,1,https://www.greatschools.org/kentucky/shively/745-Western-High-School/,604,604,604,11:01,Grade 10,5,4,11,13,14,*,,10.1,18.8,2.1,20.9,241,*,0,21,18,14,225,61,7,3.48,2.3,39.9,21,80.7,2.5,590,0,2,45,https://www.jcpswesternhighschool.com/,A1,9th,12th,Title 1 Eligible - Schoolwide School,Michael Kelly,2501 Rockford Lane,,,Louisville,KY,40216,(502) 485-8344,(502) 485-8969,38.177534,-85.84463,https://reportcard.kyschools.us/kysrc?organization=20232024:275:275084,No,No,Yes,No,No,Computer Programming; Culinary Food Science; Digital Design and Game Development; Public Health Discoveries,No,,#N/A,,No,No,High School,WESTERN,3.9,0,24,145,0,*,0,0,0,33,131,0,*,7:30 a.m.,2:10 p.m.,High School,510,510,510,0,0,0,510,17.8,60.8,15.5,0.8,5.1,83.1,64.6,1,Red
275710,275710,Western Middle School for the Arts,710,Western Middle School for the Arts,Western Middle School for the Arts,Magnet,Magnet,Magnet,4,https://www.greatschools.org/kentucky/louisville/832-Western-Middle-School/,636,636,636,17:01,Grade 8,20,12,44,30,23,48,,11.18,12.8,5.1,17.9,133,0,0,8,29,22,108,12,11,1.26,3.5,20.9,33,91.7,0,350,0,2,1000,westernmiddlearts.com,A1,6th,8th,Title 1 Eligible - Schoolwide School,Nayasha Owens,2201 West Main Street,,,Louisville,KY,40212,(502) 485-8345,(502) 313-3551,38.260542,-85.786455,https://reportcard.kyschools.us/kysrc?organization=20232024:275:275710,No,No,Yes,No,No,Visual and Performing Arts,#N/A,,No,,No,No,Middle School,WESTERN MIDDLE SCHOOL FOR THE ARTS,37.9,15.3,17.3,110,0,*,0,0,0,58,86,0,0,8:40 a.m.,3:20 p.m.,Middle School,601,601,601,0,0,601,0,28.6,53.6,9.7,1,7.2,64.5,79,2,Orange
275077,275077,Westport Middle,77,Westport Middle,Westport Middle,Waggener Zone,Waggener High,Network 3,4,https://www.greatschools.org/kentucky/louisville/739-Westport-Middle-School/,1225,1225,1225,15:01,Grade 8,28,14,49,31,17,51,,11.14,18.1,1.4,19.5,301,0,*,33,63,15,272,44,6,2.69,0,24.6,21,91,0.3,580,258,3,200,westportmiddle.com,A1,6th,8th,Title 1 Eligible - Schoolwide School,Joseph Zeller,8100 Westport Road,,,Louisville,KY,40222,(502) 485-8346,(502) 313-3552,38.275798,-85.600769,https://reportcard.kyschools.us/kysrc?organization=20232024:275:275077,Yes,No,No,Yes,No,Montesorri,#N/A,,Yes,Business and Communication; Engineering and Design; Healthcare Science,,No,Middle School,WESTPORT,14.6,0,18.5,227,0,*,0,0,0,121,190,0,0,8:40 a.m.,3:20 p.m.,Middle School,1067,1067,1067,0,0,1067,0,39.6,29.4,20.5,2.5,7.6,58,71.9,2,Orange
275109,275109,Wheeler Elementary,109,Wheeler Elementary,Wheeler Elementary,Fern Creek Zone,Fern Creek High,Network 2,6,https://www.greatschools.org/kentucky/louisville/764-Wheeler-Elementary-School/,694,694,694,16:01,Grade 5,52,51,53,59,53,64,60,16.46,5.7,0,5.7,16,0,0,0,11,0,6,0,0,0,0,2.3,0,94.1,,358,82,5,1062,https://sites.google.com/jefferson.kyschools.us/wheeler-elementary/,A1,K,5th,Title 1 Eligible - No Program,Penny Espinosa,5700 Cynthia Drive,,,Louisville,KY,40291,(502) 485-8349,(502) 485-8607,38.166593,-85.57491,https://reportcard.kyschools.us/kysrc?organization=20232024:275:275109,Yes,No,No,No,No,,#N/A,,#N/A,,No,No,Elementary School,,12.4,23.3,0.7,5,0,*,0,0,0,3,*,0,0,7:30 a.m.,2:10 p.m.,Elementary School,636,636,636,0,636,0,0,43.9,26.4,10.7,9.4,9,47.8,68.2,3,Yellow
275067,275067,Wilder Elementary,67,Wilder Elementary,Wilder Elementary,Ballard Zone,Ballard High,Network 3,5,https://www.greatschools.org/kentucky/louisville/732-Wilder-Elementary-School/,560,560,560,14:01,Grade 5,42,34,58,45,38,58,62,15.36,3,0,3,28,0,0,0,8,*,23,0,*,0,0,5,0,92.4,,325,38,4,1180,https://sites.google.com/jefferson.kyschools.us/wilderelementary/home,A1,Preschool,5th,Title 1 Eligible - No Program,William Perkins,1913 Herr Lane,,,Louisville,KY,40222,(502) 485-8350,(502) 485-8591,38.278926,-85.622271,https://reportcard.kyschools.us/kysrc?organization=20232024:275:275067,Yes,No,No,No,No,,#N/A,,#N/A,,No,No,Elementary School,,19.8,20.5,1.3,7,0,0,0,0,0,*,5,0,0,7:30 a.m.,2:10 p.m.,Elementary School,515,515,515,0,515,0,0,46.8,31.5,11.1,3.9,6.6,52.3,86.2,3,Yellow
275066,275066,Wilkerson Elementary School,66,Wilkerson Elementary,Wilkerson Elementary,Pleasure Ridge Park Zone,Pleasure Ridge Park High,Network 1,2,https://www.greatschools.org/kentucky/louisville/731-Wilkerson-Elementary-School/,568,611,568,13:01,Grade 5,13,13,*,27,24,37,41,10.71,10.7,10.7,21.4,38,0,0,0,9,9,23,7,*,0,1.5,6.2,9,92.2,,387,0,1,0,https://sites.google.com/jefferson.kyschools.us/wilkersonelementaryschool/home,A1,Preschool,5th,Title 1 Eligible - Schoolwide School,Sara Alvey,5601 Johnsontown Road,,,Louisville,KY,40272,(502) 485-8351,(502) 313-3557,38.122531,-85.87392,https://reportcard.kyschools.us/kysrc?organization=20232024:275:275066,Yes,No,No,No,No,,#N/A,,#N/A,,No,No,Elementary School,,9,4.6,2.8,17,0,*,0,0,0,*,15,0,0,7:30 a.m.,2:10 p.m.,Elementary School,522,561,522,39,522,0,0,42.3,27.2,20.5,1,8.4,82.7,69.4,2,Orange
275117,275117,Wilt Elementary,117,Wilt Elementary,Wilt Elementary,Fern Creek Zone,Fern Creek High,Network 2,4,https://www.greatschools.org/kentucky/louisville/767-Wilt-Elementary-School/,513,555,513,14:01,Grade 5,43,33,61,44,44,45,40,10.7,18.5,11.1,29.6,7,0,0,0,*,0,6,0,0,0,0,1.3,0,94.5,,444,8,2,410,www.wiltwildcats.com,A1,Preschool,5th,Title 1 Eligible - Schoolwide School,Benjamin Pinnick,6700 Price Lane,,,Louisville,KY,40229,(502) 485-8353,(502) 313-3558,38.102347,-85.637931,https://reportcard.kyschools.us/kysrc?organization=20232024:275:275117,Yes,No,No,No,No,,#N/A,,#N/A,,No,No,Elementary School,,5.9,29,1.3,7,0,5,0,0,0,0,*,0,0,7:30 a.m.,2:10 p.m.,Elementary School,488,528,488,40,488,0,0,39.1,23.4,22.5,4.9,10,64.7,89,3,Yellow
275374,275374,Young Elementary,374,Whitney Young Elementary,Young Elementary,Magnet,Magnet Schools,Magnet,2,https://www.greatschools.org/kentucky/louisville/811-Young-Elementary-School/,239,239,239,9:01,Grade 5,19,19,*,44,45,*,51,8.61,5.6,27.8,33.4,28,0,0,0,*,*,26,0,*,0,0,11.7,0,90.7,,100,0,0,100,https://sites.google.com/jefferson.kyschools.us/whitney-young-elementary/home,A1,K,5th,Title 1 Eligible - Schoolwide School,Dr. Erica Lawrence,1107 South 17th street,,,Louisville,KY,40210,(502) 485-8354,(502) 485-8880,38.256721,-85.810229,https://reportcard.kyschools.us/kysrc?organization=20232024:275:275374,No,No,Yes,No,No,Global Institute/International Baccalaureate,#N/A,,#N/A,,No,No,Elementary School,,4.4,0,5,12,0,3,0,0,0,6,4,0,0,8:40 a.m.,3:20 p.m.,Elementary School,227,227,227,0,227,0,0,2.2,79.7,13.7,0,3.5,90,82.7,1,Red
275078,275078,Zachary Taylor Elementary,78,Zachary Taylor Elementary,Zachary Taylor Elementary,Ballard Zone,Ballard High,Network 3,3,https://www.greatschools.org/kentucky/louisville/740-Zachary-Taylor-Elementary-School/,361,361,361,11:01,Grade 5,14,*,28,16,13,22,25,11.78,8.7,0,8.7,25,0,*,0,11,7,17,0,0,0,0,6.9,7,91.2,,223,5,2,20,https://www.jefferson.kyschools.us/schools/profiles/zachary-taylor-elementary,A1,K,5th,Title 1 Eligible - Schoolwide School,Analese Cravens,9620 Westport Road,,,Louisville,KY,40241,(502) 485-8336,(502) 485-8584,38.286632,-85.572853,https://reportcard.kyschools.us/kysrc?organization=20232024:275:275078,Yes,No,No,No,No,,#N/A,,#N/A,,No,No,Elementary School,,17.3,0,3.6,13,0,5,0,0,0,4,10,0,0,7:30 a.m.,2:10 p.m.,Elementary School,284,284,284,0,284,0,0,25,38.4,21.5,6.7,8.5,70.1,84.5,1,Red
